nodenumber     x-coordinate     y-coordinate     z-coordinate     x-velocity     y-velocity     z-velocity     velocity-magnitude     pressure
          26   2.5539054095E-02   -1.5610928609E-01   3.0137196802E-02   -2.8417314884E-02   -7.0213180103E-02   1.4047409816E-01   1.5959450711E-01   1.2747547657E+04
          27   2.5539084650E-02   -1.5556408835E-01   3.0272802446E-02   -2.8473797040E-02   -7.0390373320E-02   1.4053112782E-01   1.5973277579E-01   1.2747078118E+04
          28   2.5580789684E-02   -1.5637853710E-01   2.8996826829E-02   -2.8323690825E-02   -6.9932357090E-02   1.4040964201E-01   1.5939772144E-01   1.2748080112E+04
          29   2.5586503525E-02   -1.5551474741E-01   3.0211572969E-02   -2.8422268873E-02   -7.0227926469E-02   1.4045473956E-01   1.5958483916E-01   1.2746342782E+04
          30   2.5597887011E-02   -1.5612177390E-01   3.0183776714E-02   -2.8346602556E-02   -6.9989426894E-02   1.4036674029E-01   1.5938905713E-01   1.2746645811E+04
          31   2.5605435912E-02   -1.5708880565E-01   2.9115512936E-02   -2.8220946670E-02   -6.9609031703E-02   1.4028278054E-01   1.5912604325E-01   1.2748421580E+04
          32   2.5606791621E-02   -1.5625706100E-01   3.0116850048E-02   -2.8320977838E-02   -6.9909621794E-02   1.4033796652E-01   1.5932412828E-01   1.2746688386E+04
          33   2.5608816192E-02   -1.5633091014E-01   2.8946846239E-02   -2.8293974329E-02   -6.9839568662E-02   1.4036717532E-01   1.5931433784E-01   1.2747669869E+04
          34   2.5623972539E-02   -1.5562757712E-01   3.0481543654E-02   -2.8370212974E-02   -7.0060001044E-02   1.4036594275E-01   1.5942355727E-01   1.2745644506E+04
          35   2.5628670683E-02   -1.5659116405E-01   2.9951478093E-02   -2.8257148320E-02   -6.9711308960E-02   1.4026725430E-01   1.5916355003E-01   1.2746846106E+04
          36   2.5632829278E-02   -1.5572146548E-01   2.9077108399E-02   -2.8329923262E-02   -6.9950640058E-02   1.4038828437E-01   1.5938803903E-01   1.2746648224E+04
          37   2.5636326524E-02   -1.5605675854E-01   3.0254784976E-02   -2.8307988949E-02   -6.9866882594E-02   1.4030312312E-01   1.5927237638E-01   1.2745982698E+04
          38   2.5637591628E-02   -1.5618416087E-01   2.8899894041E-02   -2.8273593480E-02   -6.9776051927E-02   1.4033427917E-01   1.5925389609E-01   1.2747155340E+04
          39   2.5642781498E-02   -1.5569677090E-01   2.9067262818E-02   -2.8320338614E-02   -6.9920594732E-02   1.4037373176E-01   1.5936033294E-01   1.2746491194E+04
          40   2.5652013486E-02   -1.5755319373E-01   2.9439238145E-02   -2.8117682217E-02   -6.9282906507E-02   1.4013692299E-01   1.5883665311E-01   1.2748190775E+04
          41   2.5657941772E-02   -1.5680592455E-01   2.9859008679E-02   -2.8196968327E-02   -6.9524100635E-02   1.4019430999E-01   1.5900664812E-01   1.2746780088E+04
          42   2.5658226107E-02   -1.5755936385E-01   2.9441466434E-02   -2.8109186480E-02   -6.9256408308E-02   1.4012511000E-01   1.5881316982E-01   1.2748126135E+04
          43   2.5679040247E-02   -1.5599773814E-01   2.8839849492E-02   -2.8241580236E-02   -6.9676206084E-02   1.4028361951E-01   1.5915983932E-01   1.2746426899E+04
          44   2.5680639452E-02   -1.5669435214E-01   2.8904996436E-02   -2.8166534561E-02   -6.9441190482E-02   1.4020084054E-01   1.5897077811E-01   1.2747148273E+04
          45   2.5681711663E-02   -1.5680152551E-01   2.8937936890E-02   -2.8154170031E-02   -6.9402261550E-02   1.4018585290E-01   1.5893836715E-01   1.2747241009E+04
          46   2.5682323552E-02   -1.5737301526E-01   2.9158660096E-02   -2.8094722173E-02   -6.9214826925E-02   1.4011333844E-01   1.5878209373E-01   1.2747828278E+04
          47   2.5693364053E-02   -1.5765239846E-01   2.9280934892E-02   -2.8051823534E-02   -6.9080225549E-02   1.4005827157E-01   1.5866726758E-01   1.2748020472E+04
          48   2.5702773075E-02   -1.5667831348E-01   2.8870621273E-02   -2.8140047634E-02   -6.9358896077E-02   1.4016450562E-01   1.5889810377E-01   1.2746878512E+04
          49   2.5709183430E-02   -1.5549678110E-01   2.9050233353E-02   -2.8260344442E-02   -6.9731975976E-02   1.4027858566E-01   1.5918315594E-01   1.2745363368E+04
          50   2.5723620369E-02   -1.5531434658E-01   2.9581097766E-02   -2.8269512850E-02   -6.9753879750E-02   1.4025458680E-01   1.5917323335E-01   1.2744612864E+04
          51   2.5728457380E-02   -1.5663150799E-01   2.8822874609E-02   -2.8112092721E-02   -6.9272233548E-02   1.4012566414E-01   1.5882107495E-01   1.2746543250E+04
          52   2.5735409763E-02   -1.5643701400E-01   2.8761319204E-02   -2.8123505848E-02   -6.9308336357E-02   1.4013710943E-01   1.5884894242E-01   1.2746258492E+04
          53   2.5739891423E-02   -1.5622844328E-01   3.0253768358E-02   -2.8162569141E-02   -6.9410624140E-02   1.4009813329E-01   1.5886614490E-01   1.2744785235E+04
          54   2.5746839278E-02   -1.5679294004E-01   2.9947052380E-02   -2.8088129243E-02   -6.9182955407E-02   1.4003342855E-01   1.5869651992E-01   1.2745627958E+04
          55   2.5757697009E-02   -1.5621955876E-01   2.8696171647E-02   -2.8118038993E-02   -6.9291811165E-02   1.4012383082E-01   1.5882905016E-01   1.2745762752E+04
          56   2.5757751410E-02   -1.5571567511E-01   2.8743228412E-02   -2.8172882207E-02   -6.9461894338E-02   1.4017819336E-01   1.5896097619E-01   1.2745139113E+04
          57   2.5761296695E-02   -1.5684711430E-01   2.9930161839E-02   -2.8063548839E-02   -6.9106665857E-02   1.4000199284E-01   1.5863118243E-01   1.2745558837E+04
          58   2.5768846349E-02   -1.5657943016E-01   3.0085465460E-02   -2.8085624376E-02   -6.9172945561E-02   1.4001265095E-01   1.5867337874E-01   1.2744989840E+04
          59   2.5794194943E-02   -1.5551355646E-01   3.0699574866E-02   -2.8178029449E-02   -6.9452326567E-02   1.4006493677E-01   1.5885784060E-01   1.2743037735E+04
          60   2.5794355958E-02   -1.5589789835E-01   2.8624453068E-02   -2.8105670747E-02   -6.9253634813E-02   1.4009660035E-01   1.5878618357E-01   1.2744972430E+04
          61   2.5795411496E-02   -1.5551073278E-01   2.8756287548E-02   -2.8148108550E-02   -6.9383931217E-02   1.4013315277E-01   1.5888280723E-01   1.2744418946E+04
          62   2.5796499098E-02   -1.5519830438E-01   2.9545917805E-02   -2.8191787637E-02   -6.9510070010E-02   1.4013791733E-01   1.5894987448E-01   1.2743526924E+04
          63   2.5825293218E-02   -1.5768506480E-01   2.9523698221E-02   -2.7880102619E-02   -6.8544930363E-02   1.3980928728E-01   1.5818452646E-01   1.2746595995E+04
          64   2.5836565805E-02   -1.5572755471E-01   2.8570073409E-02   -2.8070015411E-02   -6.9142858133E-02   1.4004175617E-01   1.5868318772E-01   1.2744287944E+04
          65   2.5852492348E-02   -1.5719709094E-01   2.8937588958E-02   -2.7890817058E-02   -6.8584796074E-02   1.3983661097E-01   1.5822784109E-01   1.2745992179E+04
          66   2.5856915670E-02   -1.5756631052E-01   2.9618306763E-02   -2.7853273781E-02   -6.8460441370E-02   1.3976169352E-01   1.5810113177E-01   1.2746035789E+04
          67   2.5867078385E-02   -1.5640211873E-01   2.8570135247E-02   -2.7956051383E-02   -6.8789845291E-02   1.3991200489E-01   1.5839492648E-01   1.2744866594E+04
          68   2.5872649793E-02   -1.5769077038E-01   2.9563598442E-02   -2.7817016385E-02   -6.8349685742E-02   1.3972173339E-01   1.5801148289E-01   1.2746184890E+04
          69   2.5878345102E-02   -1.5514531433E-01   2.9880590426E-02   -2.8100244773E-02   -6.9218910858E-02   1.3998363377E-01   1.5867041028E-01   1.2742191909E+04
          70   2.5886796792E-02   -1.5541391085E-01   3.0785053948E-02   -2.8073835891E-02   -6.9124864620E-02   1.3990459911E-01   1.5855498738E-01   1.2741753568E+04
          71   2.5887009268E-02   -1.5525409768E-01   3.0281411894E-02   -2.8083461419E-02   -6.9161356876E-02   1.3994088224E-01   1.5860461725E-01   1.2741928181E+04
          72   2.5892276304E-02   -1.5629594417E-01   2.8508307137E-02   -2.7934232280E-02   -6.8722770904E-02   1.3988066758E-01   1.5833427214E-01   1.2744494272E+04
          73   2.5898001902E-02   -1.5767545239E-01   2.9189936854E-02   -2.7778781853E-02   -6.8237061820E-02   1.3969232780E-01   1.5793005975E-01   1.2746285210E+04
          74   2.5904443614E-02   -1.5503022675E-01   2.9214076035E-02   -2.8069822157E-02   -6.9132453578E-02   1.3997355052E-01   1.5861842862E-01   1.2742202768E+04
          75   2.5910017809E-02   -1.5735207647E-01   2.8980618940E-02   -2.7797044342E-02   -6.8295210498E-02   1.3971424476E-01   1.5797778843E-01   1.2745752583E+04
          76   2.5918629606E-02   -1.5506242986E-01   2.9737147113E-02   -2.8056145730E-02   -6.9082883263E-02   1.3992492098E-01   1.5855149190E-01   1.2741718922E+04
          77   2.5923458458E-02   -1.5693742615E-01   3.0027556632E-02   -2.7843629670E-02   -6.8423259687E-02   1.3969480330E-01   1.5802420146E-01   1.2744050071E+04
          78   2.5924344466E-02   -1.5629529596E-01   3.0384444451E-02   -2.7921354884E-02   -6.8657349036E-02   1.3975125810E-01   1.5818927832E-01   1.2742757976E+04
          79   2.5944584466E-02   -1.5765894597E-01   2.9155407597E-02   -2.7716977784E-02   -6.8047437870E-02   1.3961130964E-01   1.5776565671E-01   1.2745957877E+04
          80   2.5957641630E-02   -1.5582852993E-01   2.8336049360E-02   -2.7898922571E-02   -6.8614494055E-02   1.3982069114E-01   1.5822807699E-01   1.2743258370E+04
          81   2.5958330297E-02   -1.5701370487E-01   3.0016973667E-02   -2.7787968844E-02   -6.8251776609E-02   1.3962321067E-01   1.5787690515E-01   1.2743917001E+04
          82   2.5960680521E-02   -1.5545801666E-01   2.8379870412E-02   -2.7937506446E-02   -6.8732601814E-02   1.3985460235E-01   1.5831609083E-01   1.2742665068E+04
          83   2.5990161091E-02   -1.5529241731E-01   3.0573196271E-02   -2.7951439306E-02   -6.8745806180E-02   1.3973673657E-01   1.5822017688E-01   1.2740642463E+04
          84   2.6006151997E-02   -1.5487565315E-01   2.9287475427E-02   -2.7957727489E-02   -6.8781745842E-02   1.3980276191E-01   1.5829521574E-01   1.2740809663E+04
          85   2.6011218578E-02   -1.5683588047E-01   2.8589143339E-02   -2.7714517514E-02   -6.8045006456E-02   1.3960285773E-01   1.5775669644E-01   1.2744331726E+04
          86   2.6029902571E-02   -1.5491755041E-01   2.9668961158E-02   -2.7928022142E-02   -6.8684310361E-02   1.3974013908E-01   1.5819233667E-01   1.2740364428E+04
          87   2.6030603819E-02   -1.5795096613E-01   2.9562964714E-02   -2.7569495362E-02   -6.7590800494E-02   1.3940677555E-01   1.5736213793E-01   1.2745767062E+04
          88   2.6036105779E-02   -1.5517040597E-01   2.8357084150E-02   -2.7870978807E-02   -6.8525821136E-02   1.3975015500E-01   1.5812237491E-01   1.2741502251E+04
          89   2.6051571838E-02   -1.5586175988E-01   2.8186535168E-02   -2.7767952205E-02   -6.8211853008E-02   1.3965205695E-01   1.5788164260E-01   1.2742555612E+04
          90   2.6052605659E-02   -1.5480539616E-01   2.9017958022E-02   -2.7901018632E-02   -6.8608973377E-02   1.3973563865E-01   1.5815089875E-01   1.2740410106E+04
          91   2.6061887540E-02   -1.5479598010E-01   2.9268463121E-02   -2.7893790195E-02   -6.8583111978E-02   1.3971015863E-01   1.5811589169E-01   1.2740142414E+04
          92   2.6080653533E-02   -1.5475987552E-01   2.9134928069E-02   -2.7871186927E-02   -6.8514664000E-02   1.3968476666E-01   1.5805978704E-01   1.2739992968E+04
          93   2.6081156680E-02   -1.5798438404E-01   2.9366562843E-02   -2.7490762999E-02   -6.7353448209E-02   1.3931908183E-01   1.5716881242E-01   1.2745819807E+04
          94   2.6082960595E-02   -1.5496251544E-01   2.8435228293E-02   -2.7834059888E-02   -6.8409829022E-02   1.3968459058E-01   1.5800767210E-01   1.2740697967E+04
          95   2.6083013844E-02   -1.5562083367E-01   2.8119407217E-02   -2.7752692583E-02   -6.8164945670E-02   1.3962383213E-01   1.5783372980E-01   1.2741933869E+04
          96   2.6086314871E-02   -1.5735552803E-01   2.8862538346E-02   -2.7552600516E-02   -6.7546771908E-02   1.3939849972E-01   1.5733293970E-01   1.2744749382E+04
          97   2.6096214042E-02   -1.5518829700E-01   3.0473184864E-02   -2.7822338299E-02   -6.8346080724E-02   1.3955643439E-01   1.5786471308E-01   1.2739574450E+04
          98   2.6109579574E-02   -1.5685004283E-01   2.8503762848E-02   -2.7575790978E-02   -6.7620751089E-02   1.3942551268E-01   1.5739270572E-01   1.2743808234E+04
          99   2.6112659660E-02   -1.5531134053E-01   3.0747508290E-02   -2.7790451413E-02   -6.8243924511E-02   1.3950133126E-01   1.5776616826E-01   1.2739437243E+04
         100   2.6113592408E-02   -1.5506222426E-01   3.0230914145E-02   -2.7809947754E-02   -6.8310677868E-02   1.3954783747E-01   1.5783960481E-01   1.2739403458E+04
         101   2.6115881920E-02   -1.5489804719E-01   2.9855097211E-02   -2.7819967223E-02   -6.8346380704E-02   1.3957662160E-01   1.5788227142E-01   1.2739393978E+04
         102   2.6117145583E-02   -1.5795938122E-01   2.9637005481E-02   -2.7447054180E-02   -6.7216183857E-02   1.3924463565E-01   1.5703638022E-01   1.2745414045E+04
         103   2.6136803804E-02   -1.5702055977E-01   3.0175485867E-02   -2.7544305466E-02   -6.7501017124E-02   1.3928848510E-01   1.5721437007E-01   1.2742746944E+04
         104   2.6144540565E-02   -1.5783713037E-01   2.9729708888E-02   -2.7424625584E-02   -6.7145962315E-02   1.3920368119E-01   1.5696609570E-01   1.2744962433E+04
         105   2.6158056458E-02   -1.5645685991E-01   2.8238418734E-02   -2.7551559918E-02   -6.7548761246E-02   1.3939032748E-01   1.5732637094E-01   1.2742922935E+04
         106   2.6159849882E-02   -1.5488485466E-01   2.8301875185E-02   -2.7738131648E-02   -6.8114943807E-02   1.3955710764E-01   1.5775054932E-01   1.2739983143E+04
         107   2.6160298844E-02   -1.5464455820E-01   2.9115684947E-02   -2.7778417644E-02   -6.8227241435E-02   1.3955146268E-01   1.5780116506E-01   1.2739109565E+04
         108   2.6169322702E-02   -1.5470501401E-01   2.8554488857E-02   -2.7750403268E-02   -6.8148694144E-02   1.3954979508E-01   1.5776081485E-01   1.2739467925E+04
         109   2.6171876871E-02   -1.5572581013E-01   3.0925354195E-02   -2.7664271512E-02   -6.7853308962E-02   1.3933722340E-01   1.5743012824E-01   1.2739551353E+04
         110   2.6183394529E-02   -1.5635899105E-01   2.8161225644E-02   -2.7526704500E-02   -6.7473424263E-02   1.3935763848E-01   1.5726071933E-01   1.2742639902E+04
         111   2.6183460728E-02   -1.5581718647E-01   2.7979359990E-02   -2.7589623495E-02   -6.7666332201E-02   1.3942387616E-01   1.5741326844E-01   1.2741664970E+04
         112   2.6185121173E-02   -1.5567969936E-01   2.7955148076E-02   -2.7603530339E-02   -6.7708760895E-02   1.3943681297E-01   1.5744540641E-01   1.2741402276E+04
         113   2.6187077332E-02   -1.5664735362E-01   2.8309531878E-02   -2.7488455102E-02   -6.7355721739E-02   1.3931352491E-01   1.5716445730E-01   1.2743140640E+04
         114   2.6191330962E-02   -1.5476887461E-01   2.8356797081E-02   -2.7710042944E-02   -6.8027128724E-02   1.3950977281E-01   1.5766582836E-01   1.2739507226E+04
         115   2.6191791569E-02   -1.5542857541E-01   3.1064015412E-02   -2.7674595728E-02   -6.7882033325E-02   1.3932803609E-01   1.5743619450E-01   1.2738840666E+04
         116   2.6192950143E-02   -1.5489505351E-01   2.8199347470E-02   -2.7690442544E-02   -6.7969390544E-02   1.3949899042E-01   1.5762793847E-01   1.2739794913E+04
         117   2.6196963833E-02   -1.5467252684E-01   2.9463884182E-02   -2.7731352898E-02   -6.8076988492E-02   1.3946675716E-01   1.5765303882E-01   1.2738630890E+04
         118   2.6225135111E-02   -1.5458150140E-01   2.9242405122E-02   -2.7700372818E-02   -6.7984163224E-02   1.3943324991E-01   1.5757788006E-01   1.2738408359E+04
         119   2.6229966598E-02   -1.5741377918E-01   3.0042162609E-02   -2.7359967304E-02   -6.6942507726E-02   1.3907870482E-01   1.5675698800E-01   1.2743476937E+04
         120   2.6235379180E-02   -1.5496705870E-01   3.0198617567E-02   -2.7655969029E-02   -6.7835183879E-02   1.3933302852E-01   1.5741714529E-01   1.2738354406E+04
         121   2.6236011579E-02   -1.5483109838E-01   2.9934493009E-02   -2.7667051394E-02   -6.7872549760E-02   1.3935762294E-01   1.5745696497E-01   1.2738296834E+04
         122   2.6238162030E-02   -1.5577227832E-01   2.7892072469E-02   -2.7517197896E-02   -6.7445631416E-02   1.3933167165E-01   1.5722412061E-01   1.2741325743E+04
         123   2.6250345556E-02   -1.5542073088E-01   2.7843676676E-02   -2.7542313465E-02   -6.7521636775E-02   1.3934950766E-01   1.5727693966E-01   1.2740583167E+04
         124   2.6257303382E-02   -1.5651161795E-01   2.8161997812E-02   -2.7402687555E-02   -6.7095755202E-02   1.3920519342E-01   1.5694213432E-01   1.2742676100E+04
         125   2.6265124370E-02   -1.5704985816E-01   2.8513740101E-02   -2.7329191628E-02   -6.6869812669E-02   1.3911805384E-01   1.5675550856E-01   1.2743698951E+04
         126   2.6277608624E-02   -1.5496626231E-01   3.0244537891E-02   -2.7598620948E-02   -6.7657964348E-02   1.3925217608E-01   1.5725918911E-01   1.2738063788E+04
         127   2.6282730037E-02   -1.5744578732E-01   3.0072396613E-02   -2.7279276388E-02   -6.6697166511E-02   1.3897602865E-01   1.5654714140E-01   1.2743469697E+04
         128   2.6287027940E-02   -1.5688545593E-01   3.0387016777E-02   -2.7350048179E-02   -6.6904494521E-02   1.3901555374E-01   1.5668299431E-01   1.2741830446E+04
         129   2.6288404147E-02   -1.5735292065E-01   3.0129056541E-02   -2.7283862450E-02   -6.6709713027E-02   1.3897307669E-01   1.5655066595E-01   1.2743183905E+04
         130   2.6293240482E-02   -1.5611105573E-01   3.0822097513E-02   -2.7445827762E-02   -6.7186275364E-02   1.3907112296E-01   1.5686951999E-01   1.2739775435E+04
         131   2.6305200614E-02   -1.5767839402E-01   2.9021992608E-02   -2.7197656366E-02   -6.6467176884E-02   1.3895507496E-01   1.5641646643E-01   1.2744933129E+04
         132   2.6311200350E-02   -1.5811456913E-01   2.9482296255E-02   -2.7139304851E-02   -6.6286541796E-02   1.3887742306E-01   1.5626063524E-01   1.2745815153E+04
         133   2.6313529402E-02   -1.5511652745E-01   2.7788807567E-02   -2.7489915655E-02   -6.7360658245E-02   1.3926809591E-01   1.5712656134E-01   1.2739679425E+04
         134   2.6315999360E-02   -1.5449444858E-01   2.9293524005E-02   -2.7586917941E-02   -6.7633671263E-02   1.3927131716E-01   1.5726363634E-01   1.2737608728E+04
         135   2.6326817302E-02   -1.5758496949E-01   2.8924831757E-02   -2.7175930173E-02   -6.6402439180E-02   1.3892929457E-01   1.5636228445E-01   1.2744756966E+04
         136   2.6328449894E-02   -1.5755800535E-01   3.0051744693E-02   -2.7196612052E-02   -6.6447688735E-02   1.3887976391E-01   1.5634110102E-01   1.2743784792E+04
         137   2.6330684449E-02   -1.5602692266E-01   3.0902808446E-02   -2.7404084929E-02   -6.7057173615E-02   1.3900671860E-01   1.5674985238E-01   1.2739437415E+04
         138   2.6336722823E-02   -1.5442465178E-01   2.9128040668E-02   -2.7563898434E-02   -6.7564986459E-02   1.3924694542E-01   1.5720848483E-01   1.2737463247E+04
         139   2.6345137573E-02   -1.5442207811E-01   2.9159425181E-02   -2.7553009322E-02   -6.7531057187E-02   1.3923017626E-01   1.5717714207E-01   1.2737388610E+04
         140   2.6352161087E-02   -1.5548281585E-01   3.1198999393E-02   -2.7446273732E-02   -6.7179070591E-02   1.3901466298E-01   1.5681645956E-01   1.2738069649E+04
         141   2.6363766238E-02   -1.5485877123E-01   2.7815804831E-02   -2.7451105079E-02   -6.7240361161E-02   1.3920182715E-01   1.5700948386E-01   1.2738903237E+04
         142   2.6368517768E-02   -1.5744240926E-01   2.8774400449E-02   -2.7129486069E-02   -6.6263606514E-02   1.3887383411E-01   1.5624601231E-01   1.2744495651E+04
         143   2.6372294205E-02   -1.5791232323E-01   2.9895143970E-02   -2.7080983068E-02   -6.6103075322E-02   1.3876714431E-01   1.5607471465E-01   1.2744979670E+04
         144   2.6372504310E-02   -1.5676063685E-01   2.8211255530E-02   -2.7203271877E-02   -6.6491043683E-02   1.3896351651E-01   1.5643508498E-01   1.2743038769E+04
         145   2.6374409342E-02   -1.5447992113E-01   2.8215450904E-02   -2.7489432521E-02   -6.7350011601E-02   1.3920723389E-01   1.5706796914E-01   1.2737881419E+04
         146   2.6375155416E-02   -1.5794724297E-01   2.9878382075E-02   -2.7071662286E-02   -6.6075461410E-02   1.3875884777E-01   1.5605402697E-01   1.2745105156E+04
         147   2.6388027121E-02   -1.5700151869E-01   3.0414516095E-02   -2.7186852732E-02   -6.6409343974E-02   1.3881264582E-01   1.5626348444E-01   1.2742039877E+04
         148   2.6390690139E-02   -1.5455259575E-01   2.8051990864E-02   -2.7454754603E-02   -6.7246587053E-02   1.3917548745E-01   1.5698943699E-01   1.2738034485E+04
         149   2.6410607423E-02   -1.5536472700E-01   2.7582807083E-02   -2.7316332814E-02   -6.6835515000E-02   1.3906937251E-01   1.5669543220E-01   1.2739954701E+04
         150   2.6410966152E-02   -1.5499119155E-01   2.7647522146E-02   -2.7364222606E-02   -6.6978347395E-02   1.3910643246E-01   1.5679763790E-01   1.2739084571E+04
         151   2.6411690617E-02   -1.5488847201E-01   3.0229360993E-02   -2.7419277655E-02   -6.7107833329E-02   1.3900890408E-01   1.5677612540E-01   1.2737301907E+04
         152   2.6419963473E-02   -1.5666794646E-01   2.8105893726E-02   -2.7142712809E-02   -6.6308966588E-02   1.3888991448E-01   1.5628184237E-01   1.2742861743E+04
         153   2.6429397461E-02   -1.5467433565E-01   2.9891478167E-02   -2.7415081817E-02   -6.7098886568E-02   1.3901332683E-01   1.5677548382E-01   1.2737025079E+04
         154   2.6435167187E-02   -1.5427611471E-01   2.8527274754E-02   -2.7433764262E-02   -6.7174081456E-02   1.3910305584E-01   1.5689049935E-01   1.2737026458E+04
         155   2.6436484026E-02   -1.5496094452E-01   2.7612382829E-02   -2.7330581569E-02   -6.6876228022E-02   1.3906358254E-01   1.5671014821E-01   1.2738959085E+04
         156   2.6442073490E-02   -1.5449976250E-01   2.9573507697E-02   -2.7413465174E-02   -6.7097749804E-02   1.3902201697E-01   1.5678242026E-01   1.2736826335E+04
         157   2.6442244176E-02   -1.5456158969E-01   2.9699013899E-02   -2.7407593230E-02   -6.7078256392E-02   1.3900960841E-01   1.5676204858E-01   1.2736877529E+04
         158   2.6448689020E-02   -1.5788749311E-01   2.9215144666E-02   -2.6954948108E-02   -6.5734316182E-02   1.3865819135E-01   1.5580007568E-01   1.2745673119E+04
         159   2.6451277816E-02   -1.5712122062E-01   3.0405663929E-02   -2.7075627706E-02   -6.6073972038E-02   1.3868120623E-01   1.5598505171E-01   1.2742454430E+04
         160   2.6455852245E-02   -1.5423625310E-01   2.8643372911E-02   -2.7411183292E-02   -6.7103107334E-02   1.3906373790E-01   1.5682130972E-01   1.2736797721E+04
         161   2.6461545323E-02   -1.5679952221E-01   2.8170214143E-02   -2.7063586505E-02   -6.6070035463E-02   1.3879581451E-01   1.5608320033E-01   1.2743216828E+04
