nodenumber     x-coordinate     y-coordinate     z-coordinate     x-velocity     y-velocity     z-velocity     velocity-magnitude     pressure
          24   -4.0319842538E-02   -2.0793985084E-02   1.2864881525E-01   -9.2305631383E-03   -3.0778750565E-02   1.4158003439E-01   1.4518071814E-01   1.1105131987E+04
          25   -4.0316497944E-02   -1.6209325562E-02   1.2884695065E-01   -9.2654603246E-03   -3.0940650084E-02   1.4168954666E-01   1.4532412125E-01   1.1069517232E+04
          26   -4.0249110549E-02   -1.5767542834E-02   1.2918475204E-01   -9.2661980340E-03   -3.0950765186E-02   1.4169167000E-01   1.4532839240E-01   1.1063440886E+04
          27   -4.0193696680E-02   -1.5712292301E-02   1.2915440512E-01   -9.2663299669E-03   -3.0949391595E-02   1.4169065494E-01   1.4532711863E-01   1.1062288325E+04
          28   -4.0165999234E-02   -1.8782977169E-02   1.3126299313E-01   -9.2339153494E-03   -3.0837922858E-02   1.4158201272E-01   1.4519541661E-01   1.1075627450E+04
          29   -4.0027503944E-02   -1.8101061942E-02   1.2693537777E-01   -9.2564944607E-03   -3.0858429358E-02   1.4165987177E-01   1.4527713042E-01   1.1088507723E+04
          30   -4.0010878761E-02   -2.0593058999E-02   1.2758583948E-01   -9.2310704296E-03   -3.0763667380E-02   1.4158772500E-01   1.4518505351E-01   1.1103720525E+04
          31   -3.9993239008E-02   -2.1611811721E-02   1.3167851998E-01   -9.2037435914E-03   -3.0718165210E-02   1.4149657180E-01   1.4508478350E-01   1.1091969801E+04
          32   -3.9907410300E-02   -2.1617682812E-02   1.3172851640E-01   -9.2018519335E-03   -3.0710986751E-02   1.4149114435E-01   1.4507785054E-01   1.1090393121E+04
          33   -3.9860503363E-02   -1.3565948164E-02   1.3081412475E-01   -9.2691841777E-03   -3.0997188346E-02   1.4169761534E-01   1.4534427286E-01   1.1032102921E+04
          34   -3.9828194534E-02   -1.6852013601E-02   1.2749100320E-01   -9.2614205757E-03   -3.0887982612E-02   1.4167084061E-01   1.4529441992E-01   1.1073213476E+04
          35   -3.9687178582E-02   -2.1455996602E-02   1.2949474821E-01   -9.2078483776E-03   -3.0700858492E-02   1.4151932774E-01   1.4510357441E-01   1.1095895040E+04
          36   -3.9677861480E-02   -1.3905922492E-02   1.3017876996E-01   -9.2691637374E-03   -3.0975992418E-02   1.4168868697E-01   1.4533104802E-01   1.1034930069E+04
          37   -3.9513967127E-02   -1.9218341078E-02   1.3168650533E-01   -9.2184661903E-03   -3.0772456256E-02   1.4152847361E-01   1.4512833295E-01   1.1066339912E+04
          38   -3.9507004027E-02   -1.5656192376E-02   1.3129232912E-01   -9.2506169420E-03   -3.0903602603E-02   1.4161924875E-01   1.4524674931E-01   1.1040725020E+04
          39   -3.9505436506E-02   -1.3342673481E-02   1.3050146411E-01   -9.2698364094E-03   -3.0983102461E-02   1.4168594217E-01   1.4532993056E-01   1.1026062428E+04
          40   -3.9484056408E-02   -1.3037516556E-02   1.3078698189E-01   -9.2702247753E-03   -3.0991449262E-02   1.4168707117E-01   1.4533283569E-01   1.1021886388E+04
          41   -3.9436414842E-02   -1.5544274878E-02   1.2815247933E-01   -9.2632304724E-03   -3.0904426231E-02   1.4166897103E-01   1.4529620901E-01   1.1053582109E+04
          42   -3.9428111918E-02   -1.3274348772E-02   1.3045392930E-01   -9.2698345512E-03   -3.0980300020E-02   1.4168334756E-01   1.4532680344E-01   1.1024471268E+04
          43   -3.9361032898E-02   -1.8397868566E-02   1.2568329743E-01   -9.2442098335E-03   -3.0792475947E-02   1.4163988135E-01   1.4524285862E-01   1.1085753144E+04
          44   -3.9308756566E-02   -1.8920603691E-02   1.3177119589E-01   -9.2170260775E-03   -3.0766609285E-02   1.4152173073E-01   1.4512042615E-01   1.1060249862E+04
          45   -3.9306483384E-02   -1.7560580977E-02   1.3162047349E-01   -9.2304888099E-03   -3.0818568910E-02   1.4155636698E-01   1.4516608125E-01   1.1050592070E+04
          46   -3.9275273253E-02   -1.7686015939E-02   1.2596533392E-01   -9.2482830301E-03   -3.0811998304E-02   1.4164700747E-01   1.4525420718E-01   1.1077656778E+04
          47   -3.9264787695E-02   -1.9803813129E-02   1.3189518814E-01   -9.2066108097E-03   -3.0727898759E-02   1.4149578462E-01   1.4508625886E-01   1.1065523389E+04
          48   -3.9262239555E-02   -1.5928688606E-02   1.3146350344E-01   -9.2444848486E-03   -3.0875407151E-02   1.4159444199E-01   1.4521617427E-01   1.1037970440E+04
          49   -3.9214957135E-02   -1.4215954470E-02   1.3129922886E-01   -9.2577041555E-03   -3.0932711150E-02   1.4163373922E-01   1.4526752490E-01   1.1024449549E+04
          50   -3.9146954112E-02   -1.3602144933E-02   1.3126971765E-01   -9.2613666876E-03   -3.0948912680E-02   1.4164370335E-01   1.4528092376E-01   1.1018544712E+04
          51   -3.9145075362E-02   -1.3060815750E-02   1.3121028952E-01   -9.2652577797E-03   -3.0967258801E-02   1.4165694053E-01   1.4529798664E-01   1.1014440896E+04
          52   -3.9135805210E-02   -2.1724515155E-02   1.3218404273E-01   -9.1808541590E-03   -3.0637089143E-02   1.4143653322E-01   1.4500762823E-01   1.1076041658E+04
          53   -3.9032213125E-02   -1.6253282961E-02   1.2681877155E-01   -9.2535975111E-03   -3.0844348737E-02   1.4165109359E-01   1.4526539585E-01   1.1058618626E+04
          54   -3.9001066353E-02   -1.5911637028E-02   1.2711239843E-01   -9.2551621240E-03   -3.0854437524E-02   1.4165184971E-01   1.4526837531E-01   1.1054067679E+04
          55   -3.8976794485E-02   -2.1470295755E-02   1.3224703852E-01   -9.1791743371E-03   -3.0631897391E-02   1.4143150455E-01   1.4500152019E-01   1.1071122699E+04
          56   -3.8957611393E-02   -2.1551067558E-02   1.2800443079E-01   -9.1902251127E-03   -3.0625276788E-02   1.4150200961E-01   1.4506959206E-01   1.1090976253E+04
          57   -3.8932871318E-02   -1.6331352109E-02   1.2658719603E-01   -9.2510852110E-03   -3.0832044310E-02   1.4164728713E-01   1.4525891189E-01   1.1058620781E+04
          58   -3.8891326038E-02   -1.9272798286E-02   1.2457977543E-01   -9.2233105441E-03   -3.0710139440E-02   1.4161345878E-01   1.4519832585E-01   1.1089337432E+04
          59   -3.8833706586E-02   -2.0797213345E-02   1.2548889604E-01   -9.2009358359E-03   -3.0641446742E-02   1.4155810708E-01   1.4512840231E-01   1.1095076880E+04
          60   -3.8828474952E-02   -1.7142465800E-02   1.3184853545E-01   -9.2240817013E-03   -3.0792899603E-02   1.4153038979E-01   1.4513489444E-01   1.1038131866E+04
          61   -3.8820660703E-02   -1.7021333256E-02   1.2575965343E-01   -9.2432658627E-03   -3.0793917955E-02   1.4163950847E-01   1.4524274064E-01   1.1065851412E+04
          62   -3.8771640167E-02   -1.9731359093E-02   1.3217059313E-01   -9.1940177196E-03   -3.0683757023E-02   1.4146051655E-01   1.4504172037E-01   1.1055125263E+04
          63   -3.8700601437E-02   -1.5554599820E-02   1.2700532671E-01   -9.2514791515E-03   -3.0839646425E-02   1.4164258472E-01   1.4525596533E-01   1.1046670623E+04
          64   -3.8681907931E-02   -2.0854008038E-02   1.2527918378E-01   -9.1947479962E-03   -3.0621453364E-02   1.4155204262E-01   1.4511787474E-01   1.1093747121E+04
          65   -3.8637825841E-02   -2.1082323715E-02   1.3239853877E-01   -9.1731072810E-03   -3.0612980256E-02   1.4141542935E-01   1.4498146128E-01   1.1061570054E+04
          66   -3.8591719790E-02   -1.1994742962E-02   1.3140923592E-01   -9.2649177272E-03   -3.0961346046E-02   1.4163684654E-01   1.4527711432E-01   1.0995511468E+04
          67   -3.8576904407E-02   -2.0816557964E-02   1.2498125991E-01   -9.1914775464E-03   -3.0610285702E-02   1.4155245175E-01   1.4511571055E-01   1.1092980672E+04
          68   -3.8430358357E-02   -1.4154134850E-02   1.2800310348E-01   -9.2551212434E-03   -3.0867139292E-02   1.4163705887E-01   1.4525664874E-01   1.1026331585E+04
          69   -3.8411324075E-02   -2.0407144407E-02   1.3245327650E-01   -9.1740122293E-03   -3.0617203653E-02   1.4141422785E-01   1.4498123844E-01   1.1052309923E+04
          70   -3.8353720387E-02   -2.0342079356E-02   1.3247911874E-01   -9.1728211166E-03   -3.0613588109E-02   1.4141106875E-01   1.4497731818E-01   1.1050666879E+04
          71   -3.8352807914E-02   -1.8306309982E-02   1.2408904126E-01   -9.2156900244E-03   -3.0688567222E-02   1.4161300304E-01   1.4519283636E-01   1.1075034493E+04
          72   -3.8315239030E-02   -2.2095760494E-02   1.3198887378E-01   -9.1495414601E-03   -3.0531683151E-02   1.4137604926E-01   1.4492441164E-01   1.1064847177E+04
          73   -3.8313871611E-02   -1.8080883885E-02   1.3224927469E-01   -9.1994567007E-03   -3.0704439827E-02   1.4146425051E-01   1.4505008377E-01   1.1034269801E+04
          74   -3.8301660490E-02   -2.2079894202E-02   1.3022205854E-01   -9.1533173431E-03   -3.0528862291E-02   1.4140784749E-01   1.4495507574E-01   1.1072618537E+04
          75   -3.8159226232E-02   -1.4396361088E-02   1.3192632108E-01   -9.2348909097E-03   -3.0834930956E-02   1.4154027106E-01   1.4515414052E-01   1.1004724412E+04
          76   -3.8149145597E-02   -2.1094344769E-02   1.3268081017E-01   -9.1551123741E-03   -3.0557176155E-02   1.4137466133E-01   1.4492878238E-01   1.1051425055E+04
          77   -3.8102555725E-02   -1.3859818482E-02   1.3189892272E-01   -9.2386686509E-03   -3.0849779946E-02   1.4154788400E-01   1.4516495922E-01   1.0999631530E+04
          78   -3.8101644635E-02   -1.1545517286E-02   1.3061188295E-01   -9.2625800989E-03   -3.0933992642E-02   1.4162108207E-01   1.4525576814E-01   1.0987302457E+04
          79   -3.7914582750E-02   -1.6532596589E-02   1.2481264101E-01   -9.2187839443E-03   -3.0711076218E-02   1.4160897389E-01   1.4519386235E-01   1.1050589312E+04
          80   -3.7897764332E-02   -2.0183348421E-02   1.2299283388E-01   -9.1706507272E-03   -3.0547132101E-02   1.4156506229E-01   1.4511338662E-01   1.1085262834E+04
          81   -3.7871519911E-02   -1.8875737145E-02   1.2298788361E-01   -9.1878577530E-03   -3.0601257369E-02   1.4159207007E-01   1.4515222351E-01   1.1075536093E+04
          82   -3.7870778080E-02   -2.0173229683E-02   1.3273788108E-01   -9.1566955691E-03   -3.0564399348E-02   1.4137313874E-01   1.4492892030E-01   1.1039335535E+04
          83   -3.7849695869E-02   -2.0804161370E-02   1.2343807992E-01   -9.1588510929E-03   -3.0513884361E-02   1.4153932851E-01   1.4508054042E-01   1.1086621981E+04
          84   -3.7819661999E-02   -1.1446371021E-02   1.3036025830E-01   -9.2579159914E-03   -3.0909989011E-02   1.4160375359E-01   1.4523346536E-01   1.0982835799E+04
          85   -3.7777383632E-02   -2.0555537311E-02   1.2300714923E-01   -9.1588027794E-03   -3.0513821208E-02   1.4154913728E-01   1.4509009345E-01   1.1085526734E+04
          86   -3.7747887330E-02   -1.3550655962E-02   1.2758377524E-01   -9.2422271233E-03   -3.0817700548E-02   1.4160582514E-01   1.4521487232E-01   1.1011628572E+04
          87   -3.7740871518E-02   -1.2826347972E-02   1.2836936849E-01   -9.2478166194E-03   -3.0846545956E-02   1.4160540047E-01   1.4522093841E-01   1.1002054553E+04
          88   -3.7739571903E-02   -2.1247750428E-02   1.2406348247E-01   -9.1460201519E-03   -3.0480007717E-02   1.4150974684E-01   1.4504374859E-01   1.1084696766E+04
          89   -3.7714784905E-02   -2.1050309845E-02   1.3292558947E-01   -9.1376136093E-03   -3.0505503352E-02   1.4133710420E-01   1.4488015302E-01   1.1041853018E+04
          90   -3.7710213742E-02   -1.3982440505E-02   1.3213818205E-01   -9.2264880835E-03   -3.0804556705E-02   1.4150732831E-01   1.4511503285E-01   1.0992519791E+04
          91   -3.7668159197E-02   -1.9218071486E-02   1.2251820260E-01   -9.1727319226E-03   -3.0557044585E-02   1.4158133946E-01   1.4513148407E-01   1.1076370974E+04
          92   -3.7484049881E-02   -2.2124513186E-02   1.2729697231E-01   -9.1169521708E-03   -3.0411567633E-02   1.4140656313E-01   1.4492687246E-01   1.1070882930E+04
          93   -3.7454602301E-02   -2.1411476526E-02   1.2385130160E-01   -9.1272243564E-03   -3.0430329516E-02   1.4149213870E-01   1.4501495265E-01   1.1081321391E+04
          94   -3.7379036354E-02   -1.5521576310E-02   1.2499655252E-01   -9.2080267658E-03   -3.0685535849E-02   1.4158726408E-01   1.4516660504E-01   1.1032408967E+04
          95   -3.7309500521E-02   -1.1276432602E-02   1.2989037463E-01   -9.2466496634E-03   -3.0860844983E-02   1.4157036027E-01   1.4518973514E-01   1.0974867419E+04
          96   -3.7264490619E-02   -2.2206343045E-02   1.2733638219E-01   -9.1029840053E-03   -3.0375149057E-02   1.4138800208E-01   1.4490024545E-01   1.1066978720E+04
          97   -3.7189434546E-02   -2.0291035134E-02   1.2174352409E-01   -9.1279936554E-03   -3.0434700271E-02   1.4154412932E-01   1.4506664604E-01   1.1078283864E+04
          98   -3.7159851779E-02   -1.6168139850E-02   1.2401116120E-01   -9.1890990374E-03   -3.0624537365E-02   1.4157782819E-01   1.4514331974E-01   1.1037843058E+04
          99   -3.7140191806E-02   -2.2291421785E-02   1.2784518624E-01   -9.0940645966E-03   -3.0353663675E-02   1.4136612656E-01   1.4487383700E-01   1.1062781134E+04
         100   -3.7064690245E-02   -1.6594015533E-02   1.2343813451E-01   -9.1780092393E-03   -3.0590137072E-02   1.4157423924E-01   1.4513186265E-01   1.1041895076E+04
         101   -3.7052731789E-02   -1.2127166871E-02   1.2822335100E-01   -9.2317077957E-03   -3.0792507524E-02   1.4156259197E-01   1.4516669864E-01   1.0985126614E+04
         102   -3.7029165647E-02   -1.7818279937E-02   1.2228477717E-01   -9.1574165547E-03   -3.0525741450E-02   1.4157201751E-01   1.4511483491E-01   1.1055450700E+04
         103   -3.7020745292E-02   -1.8594320433E-02   1.2175584340E-01   -9.1445112853E-03   -3.0486980927E-02   1.4156739796E-01   1.4510136546E-01   1.1063237574E+04
         104   -3.6969461456E-02   -1.6863949030E-02   1.3288611863E-01   -9.1636712900E-03   -3.0594763073E-02   1.4136395143E-01   1.4492680623E-01   1.0997562729E+04
         105   -3.6909769903E-02   -1.6910218945E-02   1.2288248457E-01   -9.1643978501E-03   -3.0550839744E-02   1.4156829390E-01   1.4511692470E-01   1.1043897686E+04
         106   -3.6637637058E-02   -2.9730526289E-02   3.8619333956E-02   -8.1654854042E-03   -2.9241986622E-02   1.4393383105E-01   1.4710104232E-01   1.1459383967E+04
         107   -3.6633974595E-02   -2.9404008267E-02   3.7846350450E-02   -8.1633298804E-03   -2.9249049300E-02   1.4396726580E-01   1.4713504158E-01   1.1461530507E+04
         108   -3.6607577592E-02   -3.0524076683E-02   3.8852001269E-02   -8.1401319851E-03   -2.9200589437E-02   1.4392173840E-01   1.4707958035E-01   1.1458926493E+04
         109   -3.6604553651E-02   -3.0738526685E-02   3.8519438693E-02   -8.1287801794E-03   -2.9187153508E-02   1.4393280563E-01   1.4708711546E-01   1.1460314470E+04
         110   -3.6597447899E-02   -1.9485312887E-02   1.3339299509E-01   -9.1061708356E-03   -3.0422235329E-02   1.4126269427E-01   1.4478806422E-01   1.1007252410E+04
         111   -3.6571088155E-02   -2.1026446670E-02   1.2117430641E-01   -9.0717456347E-03   -3.0295338693E-02   1.4150067346E-01   1.4499153322E-01   1.1073639492E+04
         112   -3.6559140596E-02   -2.9483841430E-02   4.0111596427E-02   -8.1774262625E-03   -2.9247528351E-02   1.4389203761E-01   1.4706191452E-01   1.1451466307E+04
         113   -3.6552114374E-02   -3.1118526643E-02   3.9145881581E-02   -8.1160328579E-03   -2.9162597283E-02   1.4391349105E-01   1.4706263964E-01   1.1457151888E+04
         114   -3.6523830553E-02   -2.8521825379E-02   4.0230441980E-02   -8.1992620897E-03   -2.9284004818E-02   1.4390255329E-01   1.4708067746E-01   1.1448358711E+04
         115   -3.6522779286E-02   -3.0623921933E-02   3.5946430305E-02   -8.0793276332E-03   -2.9149911303E-02   1.4404784117E-01   1.4718958322E-01   1.1466879533E+04
         116   -3.6519626802E-02   -3.0733955060E-02   3.5952397669E-02   -8.0755851980E-03   -2.9144227479E-02   1.4404708505E-01   1.4718751232E-01   1.1466900174E+04
         117   -3.6513204869E-02   -2.8444225488E-02   4.0296932516E-02   -8.2002673814E-03   -2.9285562607E-02   1.4390243936E-01   1.4708093219E-01   1.1447684136E+04
         118   -3.6498607644E-02   -1.1721902011E-02   1.2803334131E-01   -9.2132873587E-03   -3.0734824604E-02   1.4152179288E-01   1.4511351407E-01   1.0973157668E+04
         119   -3.6496276684E-02   -3.1828074032E-02   3.8688293071E-02   -8.0778261994E-03   -2.9112787511E-02   1.4393332870E-01   1.4707008119E-01   1.1458019605E+04
         120   -3.6484092442E-02   -2.8150278724E-02   3.6457754187E-02   -8.1495605433E-03   -2.9256685623E-02   1.4405712946E-01   1.4722372614E-01   1.1460365363E+04
         121   -3.6479741798E-02   -3.2014160432E-02   3.8413305266E-02   -8.0651662138E-03   -2.9097959572E-02   1.4394498114E-01   1.4707785609E-01   1.1458696809E+04
         122   -3.6476662566E-02   -2.7373546020E-02   3.9281241148E-02   -8.2092759841E-03   -2.9316142107E-02   1.4395670091E-01   1.4714061349E-01   1.1448350738E+04
         123   -3.6476226101E-02   -3.1893184440E-02   3.8971359968E-02   -8.0758137578E-03   -2.9107390510E-02   1.4392507876E-01   1.4706082839E-01   1.1456543115E+04
         124   -3.6465680889E-02   -2.8903207374E-02   4.0971114334E-02   -8.1871632836E-03   -2.9259056514E-02   1.4387977923E-01   1.4705275551E-01   1.1444774293E+04
         125   -3.6464826315E-02   -2.9961588450E-02   3.5246409443E-02   -8.0765979225E-03   -2.9159421183E-02   1.4409162070E-01   1.4723416191E-01   1.1466868415E+04
         126   -3.6462189067E-02   -3.1870680245E-02   3.9267982558E-02   -8.0777704531E-03   -2.9107558919E-02   1.4391616076E-01   1.4705224136E-01   1.1455092180E+04
         127   -3.6455542438E-02   -2.7980821751E-02   3.6334467292E-02   -8.1469107357E-03   -2.9256201445E-02   1.4406811901E-01   1.4723423648E-01   1.1459742715E+04
         128   -3.6447243011E-02   -3.2299935729E-02   3.7600518374E-02   -8.0386384059E-03   -2.9070203564E-02   1.4397962775E-01   1.4710482538E-01   1.1460824301E+04
         129   -3.6445957119E-02   -3.1914501975E-02   3.9435018993E-02   -8.0755220188E-03   -2.9103059225E-02   1.4391198400E-01   1.4704713956E-01   1.1454098890E+04
         130   -3.6444393285E-02   -3.1377101983E-02   3.5482611731E-02   -8.0346934258E-03   -2.9092912547E-02   1.4407281624E-01   1.4720030652E-01   1.1467086594E+04
         131   -3.6443498937E-02   -3.2275465527E-02   3.7107551278E-02   -8.0315530507E-03   -2.9066198573E-02   1.4399997551E-01   1.4712356266E-01   1.1462371420E+04
         132   -3.6434023120E-02   -3.1537220040E-02   3.5507786230E-02   -8.0282305710E-03   -2.9083415824E-02   1.4407216370E-01   1.4719743855E-01   1.1466856435E+04
         133   -3.6431653493E-02   -2.7134105004E-02   3.7673371519E-02   -8.1848739687E-03   -2.9301001031E-02   1.4402745456E-01   1.4720546352E-01   1.1452621539E+04
         134   -3.6428071899E-02   -3.1641749969E-02   3.5534578855E-02   -8.0243208969E-03   -2.9077505699E-02   1.4407119008E-01   1.4719510479E-01   1.1466692251E+04
         135   -3.6420490234E-02   -2.8585591163E-02   4.1249426935E-02   -8.1910432263E-03   -2.9265071895E-02   1.4387926135E-01   1.4705366186E-01   1.1441936242E+04
         136   -3.6411831577E-02   -3.2089862452E-02   3.9571225631E-02   -8.0653520348E-03   -2.9087949726E-02   1.4391070482E-01   1.4704233977E-01   1.1452840709E+04
         137   -3.6406078854E-02   -2.0585613989E-02   1.3362600284E-01   -9.0771270113E-03   -3.0340064600E-02   1.4121587215E-01   1.4472330946E-01   1.1010214266E+04
         138   -3.6404193279E-02   -3.1584620963E-02   4.0396514428E-02   -8.0900420728E-03   -2.9116221488E-02   1.4388506426E-01   1.4702419819E-01   1.1449177604E+04
         139   -3.6402555835E-02   -1.4753468418E-02   1.2426892302E-01   -9.1673170982E-03   -3.0574785484E-02   1.4153808558E-01   1.4509268376E-01   1.1012253246E+04
         140   -3.6391264837E-02   -3.2643900690E-02   3.7298728622E-02   -8.0126327551E-03   -2.9038542559E-02   1.4399808004E-01   1.4711521435E-01   1.1460522824E+04
         141   -3.6380734042E-02   -3.2092595326E-02   3.5511173853E-02   -8.0008888671E-03   -2.9045599974E-02   1.4407647252E-01   1.4719270034E-01   1.1465800704E+04
         142   -3.6360754693E-02   -1.9299457585E-02   1.2029809793E-01   -9.0850429864E-03   -3.0337912115E-02   1.4154071645E-01   1.4504034380E-01   1.1062024683E+04
         143   -3.6359095035E-02   -2.6773913264E-02   4.0084174094E-02   -8.2140683081E-03   -2.9322046969E-02   1.4394944791E-01   1.4713496155E-01   1.1440958768E+04
         144   -3.6352333122E-02   -3.0312398093E-02   3.4248015139E-02   -8.0287898922E-03   -2.9107390510E-02   1.4414813765E-01   1.4727656717E-01   1.1467582980E+04
         145   -3.6339778395E-02   -3.2763455012E-02   3.8977454779E-02   -8.0223920748E-03   -2.9034813865E-02   1.4393966763E-01   1.4705783593E-01   1.1453434011E+04
         146   -3.6318256103E-02   -2.7435863854E-02   3.5641375608E-02   -8.1249336845E-03   -2.9240581454E-02   1.4412256960E-01   1.4728320073E-01   1.1457571138E+04
         147   -3.6315469829E-02   -3.2244843855E-02   4.0356670690E-02   -8.0521085712E-03   -2.9064153975E-02   1.4389491188E-01   1.4702145137E-01   1.1447510687E+04
         148   -3.6314724742E-02   -2.9535298601E-02   3.4037155617E-02   -8.0405579370E-03   -2.9131025745E-02   1.4416985004E-01   1.4730313267E-01   1.1466338976E+04
         149   -3.6311569648E-02   -2.9816055883E-02   3.3947625996E-02   -8.0304232589E-03   -2.9116934598E-02   1.4417169113E-01   1.4730159572E-01   1.1466898451E+04
         150   -3.6303170297E-02   -2.6249735869E-02   3.8434783181E-02   -8.1949640497E-03   -2.9316539448E-02   1.4402567821E-01   1.4720738061E-01   1.1444525518E+04
         151   -3.6301753663E-02   -2.2480837284E-02   1.2718078118E-01   -9.0340388347E-03   -3.0203468623E-02   1.4131070234E-01   1.4478459162E-01   1.1050313518E+04
         152   -3.6295613674E-02   -3.0308827108E-02   3.3786961394E-02   -8.0103397238E-03   -2.9089631191E-02   1.4417696321E-01   1.4730026784E-01   1.1467550186E+04
         153   -3.6286839628E-02   -1.9683471096E-02   1.2006342100E-01   -9.0719388886E-03   -3.0305014351E-02   1.4153381820E-01   1.4502591377E-01   1.1064209144E+04
         154   -3.6281889465E-02   -3.3186641908E-02   3.8422533101E-02   -7.9899105617E-03   -2.8996995383E-02   1.4396774225E-01   1.4707608650E-01   1.1453941903E+04
         155   -3.6280226635E-02   -2.9098483479E-02   4.2292500873E-02   -8.1629879698E-03   -2.9216562035E-02   1.4385635523E-01   1.4702004220E-01   1.1435200144E+04
         156   -3.6276469536E-02   -3.1504219361E-02   3.3945314227E-02   -7.9734765512E-03   -2.9033116612E-02   1.4416398498E-01   1.4727441310E-01   1.1467571819E+04
         157   -3.6275487644E-02   -2.9910876481E-02   4.2240548045E-02   -8.1380173420E-03   -2.9177591000E-02   1.4385138352E-01   1.4700605322E-01   1.1436628197E+04
         158   -3.6275283186E-02   -2.9734968495E-02   3.3685826595E-02   -8.0214072234E-03   -2.9109327220E-02   1.4418941838E-01   1.4731695177E-01   1.1466685486E+04
         159   -3.6261323206E-02   -3.3209210862E-02   3.8822812458E-02   -7.9906798606E-03   -2.8994319249E-02   1.4395528190E-01   1.4706340368E-01   1.1452005182E+04
